{'Stock Ticker': 'LOCM', 'Date': 200802010900, 'Opening Price': 4.19, 'Peak Price': 4.19, 'Lowest Price': 4.19, 'Close Price': 4.19, 'Volume': 885}
{'Stock Ticker': 'AMZN', 'Date': 200802011104, 'Opening Price': 74.46, 'Peak Price': 74.57, 'Lowest Price': 74.43, 'Close Price': 74.5, 'Volume': 27990}
{'Stock Ticker': 'AAPL', 'Date': 200802011105, 'Opening Price': 132.95, 'Peak Price': 132.98, 'Lowest Price': 132.57, 'Close Price': 132.8699, 'Volume': 120042}

{'Stock Ticker': 'LOCM', 'Date': 200802011100, 'Opening Price': 3.94, 'Peak Price': 3.97, 'Lowest Price': 3.94, 'Close Price': 3.97, 'Volume': 2300}
{'Stock Ticker': 'AMZN', 'Date': 200802011105, 'Opening Price': 74.5, 'Peak Price': 74.54, 'Lowest Price': 74.29, 'Close Price': 74.32, 'Volume': 42320}
{'Stock Ticker': 'AAPL', 'Date': 200802011105, 'Opening Price': 132.95, 'Peak Price': 132.98, 'Lowest Price': 132.57, 'Close Price': 132.8699, 'Volume': 120042}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011105, 'Opening Price': 74.5, 'Peak Price': 74.54, 'Lowest Price': 74.29, 'Close Price': 74.32, 'Volume': 42320}
{'Stock Ticker': 'AAPL', 'Date': 200802011105, 'Opening Price': 132.95, 'Peak Price': 132.98, 'Lowest Price': 132.57, 'Close Price': 132.8699, 'Volume': 120042}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011104, 'Opening Price': 74.46, 'Peak Price': 74.57, 'Lowest Price': 74.43, 'Close Price': 74.5, 'Volume': 27990}
{'Stock Ticker': 'AAPL', 'Date': 200802011106, 'Opening Price': 132.85, 'Peak Price': 133.05, 'Lowest Price': 132.7, 'Close Price': 133.02, 'Volume': 77969}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011105, 'Opening Price': 74.5, 'Peak Price': 74.54, 'Lowest Price': 74.29, 'Close Price': 74.32, 'Volume': 42320}
{'Stock Ticker': 'AAPL', 'Date': 200802011106, 'Opening Price': 132.85, 'Peak Price': 133.05, 'Lowest Price': 132.7, 'Close Price': 133.02, 'Volume': 77969}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011106, 'Opening Price': 132.85, 'Peak Price': 133.05, 'Lowest Price': 132.7, 'Close Price': 133.02, 'Volume': 77969}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011106, 'Opening Price': 132.85, 'Peak Price': 133.05, 'Lowest Price': 132.7, 'Close Price': 133.02, 'Volume': 77969}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011104, 'Opening Price': 74.46, 'Peak Price': 74.57, 'Lowest Price': 74.43, 'Close Price': 74.5, 'Volume': 27990}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011105, 'Opening Price': 74.5, 'Peak Price': 74.54, 'Lowest Price': 74.29, 'Close Price': 74.32, 'Volume': 42320}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011107, 'Opening Price': 133.01, 'Peak Price': 133.14, 'Lowest Price': 132.93, 'Close Price': 133.0001, 'Volume': 83299}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011104, 'Opening Price': 74.46, 'Peak Price': 74.57, 'Lowest Price': 74.43, 'Close Price': 74.5, 'Volume': 27990}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011105, 'Opening Price': 74.5, 'Peak Price': 74.54, 'Lowest Price': 74.29, 'Close Price': 74.32, 'Volume': 42320}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011108, 'Opening Price': 133.01, 'Peak Price': 133.17, 'Lowest Price': 132.95, 'Close Price': 133.11, 'Volume': 56635}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011104, 'Opening Price': 74.46, 'Peak Price': 74.57, 'Lowest Price': 74.43, 'Close Price': 74.5, 'Volume': 27990}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011105, 'Opening Price': 74.5, 'Peak Price': 74.54, 'Lowest Price': 74.29, 'Close Price': 74.32, 'Volume': 42320}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011104, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011109, 'Opening Price': 133.09, 'Peak Price': 133.24, 'Lowest Price': 132.67, 'Close Price': 133.03, 'Volume': 158820}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011106, 'Opening Price': 74.33, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.31, 'Volume': 22475}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011107, 'Opening Price': 74.32, 'Peak Price': 74.4, 'Lowest Price': 74.3, 'Close Price': 74.36, 'Volume': 26839}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011106, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011110, 'Opening Price': 74.32, 'Peak Price': 74.45, 'Lowest Price': 74.14, 'Close Price': 74.39, 'Volume': 53967}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011110, 'Opening Price': 74.32, 'Peak Price': 74.45, 'Lowest Price': 74.14, 'Close Price': 74.39, 'Volume': 53967}
{'Stock Ticker': 'AAPL', 'Date': 200802011110, 'Opening Price': 133, 'Peak Price': 133.34, 'Lowest Price': 132.98, 'Close Price': 133.19, 'Volume': 175963}

